,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
5218,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,30.0,24.9,35.5,24.9 - 35.5,27.1-30.4,
5219,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,27.0,22.7,31.6,22.7 - 31.6,25.3-27.0,
5220,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,29.4,24.7,34.5,24.7 - 34.5,28.5-33.6,
5221,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,27.2,21.9,33.1,21.9 - 33.1,26.3-28.2,
5222,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,28.8,22.6,35.6,22.6 - 35.6,28.8-36.3,
5223,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,32.1,26.8,37.8,26.8 - 37.8,27.5-32.1,
5224,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,31.9,27.4,36.6,27.4 - 36.6,28.6-31.9,
5225,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,35.7,30.3,41.3,30.3 - 41.3,28.4-35.7,
5226,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,26.3,21.2,31.9,21.2 - 31.9,26.0-28.1,
5227,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,30.9,24.2,38.1,24.2 - 38.1,28.6-32.0,
5228,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,27.9,22.7,33.7,22.7 - 33.7,27.2-31.5,
5229,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,25.8,21.8,30.2,21.8 - 30.2,24.6-27.4,
5230,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,26.2,22.1,30.7,22.1 - 30.7,24.7-26.2,
5231,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,29.6,25.4,34.1,25.4 - 34.1,28.5-31.7,
5232,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,31.0,24.7,37.9,24.7 - 37.9,28.2-32.9,
5233,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,30.9,25.5,36.7,25.5 - 36.7,28.0-33.3,
5234,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,28.9,23.3,35.1,23.3 - 35.1,26.4-28.9,
5235,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,30.5,24.7,36.7,24.7 - 36.7,27.4-30.5,
5236,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,30.9,25.7,36.5,25.7 - 36.5,29.2-35.4,
5237,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,29.5,24.1,35.4,24.1 - 35.4,27.5-29.5,
5238,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,31.7,25.8,38.2,25.8 - 38.2,29.5-33.8,
5239,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,32.5,26.2,39.3,26.2 - 39.3,30.1-32.9,
5240,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,32.9,27.3,38.9,27.3 - 38.9,30.5-35.5,
5241,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,30.3,25.7,35.2,25.7 - 35.2,27.2-30.3,
5242,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,28.9,25.1,32.9,25.1 - 32.9,27.3-30.2,
5243,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,28.2,23.7,33.0,23.7 - 33.0,27.5-29.6,
5244,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,27.8,23.7,32.2,23.7 - 32.2,27.2-29.6,
5245,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,32.6,27.4,38.1,27.4 - 38.1,30.7-35.5,
5246,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,29.9,24.4,35.8,24.4 - 35.8,28.0-30.1,
5247,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,23.1,19.4,27.2,19.4 - 27.2,22.6-26.8,
5248,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,22.6,19.4,26.1,19.4 - 26.1,21.3-22.8,
5249,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,22.3,17.7,27.4,17.7 - 27.4,21.4-22.9,
5250,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,25.0,20.8,29.6,20.8 - 29.6,22.5-32.1,
5251,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,26.2,21.5,31.2,21.5 - 31.2,24.2-27.2,
5252,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,24.2,20.0,28.7,20.0 - 28.7,23.9-27.6,
5253,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,25.3,20.9,30.1,20.9 - 30.1,25.1-31.4,
5254,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,22.9,18.2,28.2,18.2 - 28.2,20.3-23.3,
5255,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,25.5,19.2,32.7,19.2 - 32.7,23.2-25.5,
5256,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,27.7,22.2,33.8,22.2 - 33.8,24.6-28.5,
5257,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,27.4,22.7,32.5,22.7 - 32.5,25.0-29.2,
5258,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,31.8,26.5,37.5,26.5 - 37.5,24.7-31.8,
5259,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,22.6,17.5,28.4,17.5 - 28.4,19.8-22.6,
5260,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,25.0,18.8,32.1,18.8 - 32.1,23.9-29.8,
5261,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,23.6,18.6,29.2,18.6 - 29.2,22.3-24.1,
5262,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,21.6,17.6,26.0,17.6 - 26.0,21.1-23.8,
5263,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,22.5,18.4,27.0,18.4 - 27.0,20.2-22.7,
5264,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,24.7,19.8,30.1,19.8 - 30.1,22.6-24.7,
5265,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,28.4,22.2,35.2,22.2 - 35.2,25.2-29.5,
5266,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,24.9,19.5,31.0,19.5 - 31.0,22.2-24.9,
5267,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,25.9,20.5,31.8,20.5 - 31.8,25.1-28.4,
5268,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,27.7,21.9,33.9,21.9 - 33.9,26.8-30.6,
5269,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,26.7,21.8,32.1,21.8 - 32.1,25.9-30.8,
5270,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,24.0,19.4,29.1,19.4 - 29.1,23.5-26.5,
5271,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,27.1,21.7,33.0,21.7 - 33.0,26.2-29.3,
5272,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,26.8,20.8,33.6,20.8 - 33.6,26.2-30.8,
5273,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,26.3,21.4,31.6,21.4 - 31.6,24.2-26.3,
5274,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,25.2,20.6,30.3,20.6 - 30.3,23.6-27.0,
5275,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,24.5,20.8,28.5,20.8 - 28.5,24.3-26.6,
5276,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,24.9,20.6,29.7,20.6 - 29.7,24.2-26.3,
5277,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,23.8,19.7,28.4,19.7 - 28.4,23.5-25.5,
5278,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,25.7,21.3,30.6,21.3 - 30.6,24.4-27.2,
5279,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,26.7,21.3,32.6,21.3 - 32.6,25.3-27.5,
5280,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,9.3,7.2,11.7,7.2 - 11.7,9.2-10.1,
5281,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,8.1,5.8,11.1,5.8 - 11.1,6.5-8.6,
5282,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,9.8,7.3,12.9,7.3 - 12.9,9.8-11.1,
5283,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,9.1,6.4,12.5,6.4 - 12.5,8.5-9.7,
5284,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,8.8,6.1,12.1,6.1 - 12.1,4.9-9.3,
5285,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,13.7,9.4,19.0,9.4 - 19.0,12.7-16.9,
5286,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,14.9,9.9,21.1,9.9 - 21.1,12.2-15.5,
5287,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,10.0,7.4,13.0,7.4 - 13.0,4.1-10.0,
5288,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,11.8,9.0,15.2,9.0 - 15.2,10.4-12.7,
5289,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,9.9,6.8,13.8,6.8 - 13.8,7.3-10.1,
5290,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,10.0,7.1,13.7,7.1 - 13.7,9.8-11.2,
5291,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,14.5,10.6,19.1,10.6 - 19.1,12.7-16.7,
5292,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,11.4,8.7,14.6,8.7 - 14.6,11.4-12.7,
5293,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,9.3,6.6,12.6,6.6 - 12.6,6.2-10.2,
5294,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,10.6,7.5,14.5,7.5 - 14.5,9.5-10.7,
5295,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,8.4,4.7,13.6,4.7 - 13.6,8.2-9.7,
5296,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,9.4,6.5,13.0,6.5 - 13.0,8.0-9.6,
5297,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,7.9,5.7,10.6,5.7 - 10.6,3.3-8.5,
5298,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,11.6,7.7,16.6,7.7 - 16.6,10.9-15.0,
5299,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,10.3,7.0,14.4,7.0 - 14.4,10.1-11.3,
5300,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,9.9,7.0,13.6,7.0 - 13.6,8.4-9.9,
5301,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,8.2,5.8,11.0,5.8 - 11.0,5.7-9.7,
5302,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,10.9,7.4,15.4,7.4 - 15.4,10.5-12.0,
5303,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,14.6,11.6,17.9,11.6 - 17.9,12.8-15.2,
5304,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,10.6,6.6,15.8,6.6 - 15.8,9.8-11.2,
5305,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,10.6,7.9,13.8,7.9 - 13.8,9.5-10.9,
5306,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,9.7,7.3,12.7,7.3 - 12.7,9.3-10.9,
5307,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,12.2,9.3,15.5,9.3 - 15.5,11.3-12.5,
5308,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,9.6,7.1,12.6,7.1 - 12.6,7.4-10.1,
5309,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,12.9,9.8,16.6,9.8 - 16.6,12.8-15.7,
5310,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,11.4,8.6,14.6,8.6 - 14.6,10.0-11.5,
5311,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,10.1,7.1,13.9,7.1 - 13.9,10.1-11.0,
5312,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,9.0,6.1,12.6,6.1 - 12.6,6.6-9.5,
5313,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,5.4,3.8,7.5,3.8 - 7.5,4.9-7.1,
5314,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,9.0,6.6,11.9,6.6 - 11.9,9.0-9.9,
5315,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,8.0,6.1,10.3,6.1 - 10.3,7.8-8.5,
5316,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,7.3,5.2,10.0,5.2 - 10.0,4.6-7.6,
5317,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,6.2,4.3,8.6,4.3 - 8.6,6.1-8.0,
5318,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,9.2,6.4,12.6,6.4 - 12.6,9.0-9.7,
5319,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,9.9,6.6,14.2,6.6 - 14.2,9.7-10.8,
5320,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,4.4,2.9,6.2,2.9 - 6.2,4.4-8.4,
5321,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,7.0,5.2,9.1,5.2 - 9.1,4.1-8.5,
5322,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,10.9,7.3,15.7,7.3 - 15.7,9.6-10.9,
5323,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,7.9,5.1,11.5,5.1 - 11.5,4.8-8.6,
5324,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,9.2,5.6,14.2,5.6 - 14.2,8.2-10.3,
5325,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,8.9,6.3,12.2,6.3 - 12.2,8.9-10.7,
5326,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,7.0,5.0,9.5,5.0 - 9.5,4.1-8.9,
5327,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,5.3,3.2,8.3,3.2 - 8.3,4.9-8.6,
5328,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,9.0,4.9,14.9,4.9 - 14.9,8.3-9.5,
5329,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,9.5,6.3,13.6,6.3 - 13.6,9.0-9.8,
